V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
ENA	HBWO01050265.1	3520	NA	NA	NA	NA
ENA	HBWO01050265.1	3875	NA	NA	NA	NA
ENA	HBWO01050265.1	3664	NA	NA	NA	NA
ENA	HBWO01050268.1	595	NA	NA	NA	NA
ENA	HBWO01050268.1	990	NA	NA	NA	NA
ENA	HBWO01050268.1	500	NA	NA	NA	NA
ENA	HBWO01050268.1	1396	NA	NA	NA	NA
ENA	HBWO01050272.1	174	NA	NA	NA	NA
ENA	HBWO01050272.1	256	NA	NA	NA	NA
ENA	HBWO01050272.1	370	NA	NA	NA	NA
ENA	HBWO01050273.1	174	NA	NA	NA	NA
ENA	HBWO01050273.1	256	NA	NA	NA	NA
ENA	HBWO01050273.1	370	NA	NA	NA	NA
ENA	HBWO01050274.1	174	NA	NA	NA	NA
ENA	HBWO01050274.1	256	NA	NA	NA	NA
ENA	HBWO01050274.1	370	NA	NA	NA	NA
ENA	HBWO01050289.1	23	NA	NA	NA	NA
ENA	HBWO01050314.1	2724	NA	NA	NA	NA
ENA	HBWO01050314.1	4630	NA	NA	NA	NA
ENA	HBWO01050315.1	2724	NA	NA	NA	NA
ENA	HBWO01050315.1	3768	NA	NA	NA	NA
ENA	HBWO01050315.1	4630	NA	NA	NA	NA
ENA	HBWO01050316.1	2724	NA	NA	NA	NA
ENA	HBWO01050317.1	2724	NA	NA	NA	NA
ENA	HBWO01050317.1	3768	NA	NA	NA	NA
ENA	HBWO01050317.1	4630	NA	NA	NA	NA
ENA	HBWO01050318.1	2724	NA	NA	NA	NA
ENA	HBWO01050318.1	4630	NA	NA	NA	NA
ENA	HBWO01050319.1	4796	NA	NA	NA	NA
ENA	HBWO01050322.1	32	NA	NA	NA	NA
ENA	HBWO01050335.1	22	NA	NA	NA	NA
ENA	HBWO01050337.1	22	NA	NA	NA	NA
ENA	HBWO01050339.1	22	NA	NA	NA	NA
ENA	HBWO01050340.1	22	NA	NA	NA	NA
ENA	HBWO01050341.1	22	NA	NA	NA	NA
ENA	HBWO01050342.1	22	NA	NA	NA	NA
ENA	HBWO01050344.1	22	NA	NA	NA	NA
ENA	HBWO01050345.1	22	NA	NA	NA	NA
ENA	HBWO01050346.1	22	NA	NA	NA	NA
ENA	HBWO01050347.1	22	NA	NA	NA	NA
ENA	HBWO01050348.1	36	NA	NA	NA	NA
ENA	HBWO01050349.1	22	NA	NA	NA	NA
ENA	HBWO01050361.1	112	NA	NA	NA	NA
ENA	HBWO01050362.1	25	NA	NA	NA	NA
ENA	HBWO01050363.1	25	NA	NA	NA	NA
ENA	HBWO01050408.1	1431	NA	NA	NA	NA
ENA	HBWO01050410.1	25	NA	NA	NA	NA
ENA	HBWO01050411.1	25	NA	NA	NA	NA
ENA	HBWO01050412.1	25	NA	NA	NA	NA
ENA	HBWO01050418.1	749	NA	NA	NA	NA
ENA	HBWO01050419.1	804	NA	NA	NA	NA
ENA	HBWO01050432.1	261	NA	NA	NA	NA
ENA	HBWO01050433.1	261	NA	NA	NA	NA
ENA	HBWO01050436.1	111	NA	NA	NA	NA
ENA	HBWO01050437.1	9	NA	NA	NA	NA
ENA	HBWO01050477.1	1	NA	NA	NA	NA
ENA	HBWO01050478.1	1	NA	NA	NA	NA
ENA	HBWO01050499.1	631	NA	NA	NA	NA
ENA	HBWO01050500.1	631	NA	NA	NA	NA
ENA	HBWO01050504.1	275	NA	NA	NA	NA
ENA	HBWO01050504.1	27	NA	NA	NA	NA
ENA	HBWO01050505.1	341	NA	NA	NA	NA
ENA	HBWO01050507.1	488	NA	NA	NA	NA
ENA	HBWO01050507.1	498	NA	NA	NA	NA
ENA	HBWO01050507.1	506	NA	NA	NA	NA
ENA	HBWO01050507.1	466	NA	NA	NA	NA
ENA	HBWO01050507.1	538	NA	NA	NA	NA
ENA	HBWO01050507.1	436	NA	NA	NA	NA
ENA	HBWO01050508.1	1004	NA	NA	NA	NA
ENA	HBWO01050508.1	997	NA	NA	NA	NA
ENA	HBWO01050508.1	1014	NA	NA	NA	NA
ENA	HBWO01050508.1	975	NA	NA	NA	NA
ENA	HBWO01050532.1	341	NA	NA	NA	NA
ENA	HBWO01050532.1	369	NA	NA	NA	NA
ENA	HBWO01050532.1	145	NA	NA	NA	NA
ENA	HBWO01050532.1	140	NA	NA	NA	NA
ENA	HBWO01050532.1	481	NA	NA	NA	NA
ENA	HBWO01050537.1	60	NA	NA	NA	NA
ENA	HBWO01050537.1	2587	NA	NA	NA	NA
ENA	HBWO01050537.1	1793	NA	NA	NA	NA
ENA	HBWO01050537.1	4096	NA	NA	NA	NA
ENA	HBWO01050537.1	3517	NA	NA	NA	NA
ENA	HBWO01050537.1	1177	NA	NA	NA	NA
ENA	HBWO01050538.1	60	NA	NA	NA	NA
ENA	HBWO01050538.1	2587	NA	NA	NA	NA
ENA	HBWO01050538.1	1793	NA	NA	NA	NA
ENA	HBWO01050538.1	4096	NA	NA	NA	NA
ENA	HBWO01050538.1	3517	NA	NA	NA	NA
ENA	HBWO01050538.1	1177	NA	NA	NA	NA
ENA	HBWO01050541.1	595	NA	NA	NA	NA
ENA	HBWO01050542.1	623	NA	NA	NA	NA
ENA	HBWO01050545.1	397	NA	NA	NA	NA
ENA	HBWO01050546.1	585	NA	NA	NA	NA
ENA	HBWO01050547.1	397	NA	NA	NA	NA
ENA	HBWO01050549.1	674	NA	NA	NA	NA
ENA	HBWO01050549.1	437	NA	NA	NA	NA
ENA	HBWO01050551.1	674	NA	NA	NA	NA
ENA	HBWO01050551.1	437	NA	NA	NA	NA
ENA	HBWO01050556.1	21	NA	NA	NA	NA
ENA	HBWO01050612.1	67	NA	NA	NA	NA
ENA	HBWO01050613.1	67	NA	NA	NA	NA
ENA	HBWO01050638.1	29	NA	NA	NA	NA
ENA	HBWO01050642.1	1	NA	NA	NA	NA
ENA	HBWO01050644.1	3	NA	NA	NA	NA
ENA	HBWO01050656.1	896	NA	NA	NA	NA
ENA	HBWO01050679.1	15	NA	NA	NA	NA
ENA	HBWO01050679.1	553	NA	NA	NA	NA
ENA	HBWO01050680.1	566	NA	NA	NA	NA
ENA	HBWO01050680.1	260	NA	NA	NA	NA
ENA	HBWO01050680.1	5	NA	NA	NA	NA
ENA	HBWO01050681.1	566	NA	NA	NA	NA
ENA	HBWO01050681.1	342	NA	NA	NA	NA
ENA	HBWO01050682.1	15	NA	NA	NA	NA
ENA	HBWO01050683.1	566	NA	NA	NA	NA
ENA	HBWO01050683.1	260	NA	NA	NA	NA
ENA	HBWO01050683.1	5	NA	NA	NA	NA
ENA	HBWO01050684.1	342	NA	NA	NA	NA
ENA	HBWO01050685.1	15	NA	NA	NA	NA
ENA	HBWO01050685.1	553	NA	NA	NA	NA
ENA	HBWO01050686.1	626	NA	NA	NA	NA
ENA	HBWO01050687.1	566	NA	NA	NA	NA
ENA	HBWO01050687.1	260	NA	NA	NA	NA
ENA	HBWO01050687.1	5	NA	NA	NA	NA
ENA	HBWO01050688.1	15	NA	NA	NA	NA
ENA	HBWO01050689.1	15	NA	NA	NA	NA
ENA	HBWO01050689.1	553	NA	NA	NA	NA
ENA	HBWO01050690.1	15	NA	NA	NA	NA
ENA	HBWO01050690.1	553	NA	NA	NA	NA
ENA	HBWO01050691.1	566	NA	NA	NA	NA
ENA	HBWO01050691.1	260	NA	NA	NA	NA
ENA	HBWO01050691.1	5	NA	NA	NA	NA
ENA	HBWO01050692.1	15	NA	NA	NA	NA
ENA	HBWO01050693.1	15	NA	NA	NA	NA
ENA	HBWO01050694.1	15	NA	NA	NA	NA
ENA	HBWO01050695.1	11	NA	NA	NA	NA
ENA	HBWO01050696.1	11	NA	NA	NA	NA
ENA	HBWO01050697.1	11	NA	NA	NA	NA
ENA	HBWO01050700.1	11	NA	NA	NA	NA
ENA	HBWO01050707.1	225	NA	NA	NA	NA
ENA	HBWO01050714.1	225	NA	NA	NA	NA
ENA	HBWO01050715.1	229	NA	NA	NA	NA
ENA	HBWO01050716.1	238	NA	NA	NA	NA
ENA	HBWO01050718.1	1	NA	NA	NA	NA
ENA	HBWO01050719.1	1	NA	NA	NA	NA
ENA	HBWO01050720.1	1	NA	NA	NA	NA
ENA	HBWO01050728.1	24	NA	NA	NA	NA
ENA	HBWO01050729.1	24	NA	NA	NA	NA
ENA	HBWO01050833.1	10	NA	NA	NA	NA
ENA	HBWO01050834.1	36	NA	NA	NA	NA
ENA	HBWO01050834.1	61	NA	NA	NA	NA
ENA	HBWO01050834.1	1	NA	NA	NA	NA
ENA	HBWO01050835.1	208	NA	NA	NA	NA
ENA	HBWO01050835.1	237	NA	NA	NA	NA
ENA	HBWO01050835.1	181	NA	NA	NA	NA
ENA	HBWO01050835.1	152	NA	NA	NA	NA
ENA	HBWO01050842.1	12	NA	NA	NA	NA
ENA	HBWO01050843.1	6	NA	NA	NA	NA
ENA	HBWO01050844.1	12	NA	NA	NA	NA
ENA	HBWO01050855.1	67	NA	NA	NA	NA
ENA	HBWO01050855.1	151	NA	NA	NA	NA
ENA	HBWO01050855.1	192	NA	NA	NA	NA
ENA	HBWO01050855.1	39	NA	NA	NA	NA
ENA	HBWO01050857.1	67	NA	NA	NA	NA
ENA	HBWO01050857.1	151	NA	NA	NA	NA
ENA	HBWO01050857.1	192	NA	NA	NA	NA
ENA	HBWO01050857.1	39	NA	NA	NA	NA
ENA	HBWO01050862.1	67	NA	NA	NA	NA
ENA	HBWO01050862.1	151	NA	NA	NA	NA
ENA	HBWO01050862.1	192	NA	NA	NA	NA
ENA	HBWO01050862.1	39	NA	NA	NA	NA
ENA	HBWO01050868.1	82	NA	NA	NA	NA
ENA	HBWO01050869.1	82	NA	NA	NA	NA
ENA	HBWO01050870.1	82	NA	NA	NA	NA
ENA	HBWO01050886.1	686	NA	NA	NA	NA
ENA	HBWO01050893.1	5	NA	NA	NA	NA
ENA	HBWO01050894.1	5	NA	NA	NA	NA
ENA	HBWO01050895.1	5	NA	NA	NA	NA
ENA	HBWO01050899.1	27	NA	NA	NA	NA
ENA	HBWO01050900.1	27	NA	NA	NA	NA
ENA	HBWO01050905.1	2	NA	NA	NA	NA
ENA	HBWO01050906.1	2	NA	NA	NA	NA
ENA	HBWO01050907.1	2333	NA	NA	NA	NA
ENA	HBWO01050908.1	2	NA	NA	NA	NA
ENA	HBWO01050909.1	2	NA	NA	NA	NA
ENA	HBWO01050913.1	75	NA	NA	NA	NA
ENA	HBWO01050917.1	75	NA	NA	NA	NA
ENA	HBWO01050920.1	634	NA	NA	NA	NA
ENA	HBWO01050921.1	634	NA	NA	NA	NA
ENA	HBWO01050922.1	3	NA	NA	NA	NA
ENA	HBWO01050923.1	3	NA	NA	NA	NA
ENA	HBWO01050924.1	3	NA	NA	NA	NA
ENA	HBWO01050925.1	3	NA	NA	NA	NA
ENA	HBWO01050926.1	3	NA	NA	NA	NA
ENA	HBWO01050935.1	19	NA	NA	NA	NA
ENA	HBWO01050940.1	97	NA	NA	NA	NA
ENA	HBWO01050941.1	38	NA	NA	NA	NA
ENA	HBWO01050942.1	38	NA	NA	NA	NA
ENA	HBWO01050943.1	38	NA	NA	NA	NA
ENA	HBWO01050952.1	435	NA	NA	NA	NA
ENA	HBWO01050952.1	463	NA	NA	NA	NA
ENA	HBWO01050952.1	351	NA	NA	NA	NA
ENA	HBWO01050952.1	519	NA	NA	NA	NA
ENA	HBWO01050952.1	407	NA	NA	NA	NA
ENA	HBWO01050952.1	379	NA	NA	NA	NA
ENA	HBWO01050952.1	492	NA	NA	NA	NA
ENA	HBWO01050952.1	324	NA	NA	NA	NA
ENA	HBWO01050952.1	547	NA	NA	NA	NA
ENA	HBWO01050952.1	575	NA	NA	NA	NA
ENA	HBWO01050952.1	603	NA	NA	NA	NA
ENA	HBWO01050953.1	402	NA	NA	NA	NA
ENA	HBWO01050953.1	430	NA	NA	NA	NA
ENA	HBWO01050953.1	514	NA	NA	NA	NA
ENA	HBWO01050953.1	486	NA	NA	NA	NA
ENA	HBWO01050953.1	458	NA	NA	NA	NA
ENA	HBWO01050953.1	323	NA	NA	NA	NA
ENA	HBWO01050953.1	346	NA	NA	NA	NA
ENA	HBWO01050953.1	542	NA	NA	NA	NA
ENA	HBWO01050953.1	570	NA	NA	NA	NA
ENA	HBWO01050953.1	598	NA	NA	NA	NA
ENA	HBWO01050953.1	296	NA	NA	NA	NA
ENA	HBWO01050953.1	626	NA	NA	NA	NA
ENA	HBWO01050954.1	417	NA	NA	NA	NA
ENA	HBWO01050954.1	559	NA	NA	NA	NA
ENA	HBWO01050954.1	332	NA	NA	NA	NA
ENA	HBWO01050954.1	475	NA	NA	NA	NA
ENA	HBWO01050954.1	556	NA	NA	NA	NA
ENA	HBWO01050954.1	699	NA	NA	NA	NA
ENA	HBWO01050954.1	388	NA	NA	NA	NA
ENA	HBWO01050954.1	531	NA	NA	NA	NA
ENA	HBWO01050954.1	352	NA	NA	NA	NA
ENA	HBWO01050954.1	471	NA	NA	NA	NA
ENA	HBWO01050954.1	615	NA	NA	NA	NA
ENA	HBWO01050954.1	304	NA	NA	NA	NA
ENA	HBWO01050954.1	447	NA	NA	NA	NA
ENA	HBWO01050954.1	584	NA	NA	NA	NA
ENA	HBWO01050954.1	444	NA	NA	NA	NA
ENA	HBWO01050954.1	528	NA	NA	NA	NA
ENA	HBWO01050956.1	224	NA	NA	NA	NA
ENA	HBWO01050956.1	252	NA	NA	NA	NA
ENA	HBWO01050956.1	308	NA	NA	NA	NA
ENA	HBWO01050956.1	168	NA	NA	NA	NA
ENA	HBWO01050956.1	280	NA	NA	NA	NA
ENA	HBWO01050956.1	196	NA	NA	NA	NA
ENA	HBWO01050956.1	119	NA	NA	NA	NA
ENA	HBWO01050956.1	140	NA	NA	NA	NA
ENA	HBWO01050956.1	301	NA	NA	NA	NA
ENA	HBWO01050956.1	336	NA	NA	NA	NA
ENA	HBWO01050957.1	333	NA	NA	NA	NA
ENA	HBWO01050957.1	476	NA	NA	NA	NA
ENA	HBWO01050957.1	418	NA	NA	NA	NA
ENA	HBWO01050957.1	553	NA	NA	NA	NA
ENA	HBWO01050957.1	389	NA	NA	NA	NA
ENA	HBWO01050957.1	532	NA	NA	NA	NA
ENA	HBWO01050957.1	472	NA	NA	NA	NA
ENA	HBWO01050957.1	616	NA	NA	NA	NA
ENA	HBWO01050957.1	305	NA	NA	NA	NA
ENA	HBWO01050957.1	448	NA	NA	NA	NA
ENA	HBWO01050957.1	445	NA	NA	NA	NA
ENA	HBWO01050957.1	557	NA	NA	NA	NA
ENA	HBWO01050957.1	529	NA	NA	NA	NA
ENA	HBWO01050958.1	582	NA	NA	NA	NA
ENA	HBWO01050959.1	582	NA	NA	NA	NA
ENA	HBWO01050960.1	303	NA	NA	NA	NA
ENA	HBWO01050960.1	259	NA	NA	NA	NA
ENA	HBWO01050960.1	275	NA	NA	NA	NA
ENA	HBWO01050960.1	203	NA	NA	NA	NA
ENA	HBWO01050960.1	331	NA	NA	NA	NA
ENA	HBWO01050960.1	287	NA	NA	NA	NA
ENA	HBWO01050973.1	145	NA	NA	NA	NA
ENA	HBWO01050973.1	509	NA	NA	NA	NA
ENA	HBWO01050973.1	201	NA	NA	NA	NA
ENA	HBWO01050973.1	313	NA	NA	NA	NA
ENA	HBWO01050973.1	397	NA	NA	NA	NA
ENA	HBWO01050973.1	369	NA	NA	NA	NA
ENA	HBWO01050973.1	453	NA	NA	NA	NA
ENA	HBWO01050973.1	117	NA	NA	NA	NA
ENA	HBWO01050974.1	163	NA	NA	NA	NA
ENA	HBWO01050975.1	415	NA	NA	NA	NA
ENA	HBWO01050975.1	359	NA	NA	NA	NA
ENA	HBWO01050975.1	554	NA	NA	NA	NA
ENA	HBWO01050975.1	331	NA	NA	NA	NA
ENA	HBWO01050975.1	471	NA	NA	NA	NA
ENA	HBWO01050975.1	527	NA	NA	NA	NA
ENA	HBWO01050975.1	303	NA	NA	NA	NA
ENA	HBWO01050975.1	293	NA	NA	NA	NA
ENA	HBWO01050977.1	192	NA	NA	NA	NA
ENA	HBWO01050977.1	365	NA	NA	NA	NA
ENA	HBWO01050977.1	220	NA	NA	NA	NA
ENA	HBWO01050977.1	401	NA	NA	NA	NA
ENA	HBWO01050977.1	164	NA	NA	NA	NA
ENA	HBWO01050977.1	345	NA	NA	NA	NA
ENA	HBWO01050977.1	248	NA	NA	NA	NA
ENA	HBWO01050977.1	421	NA	NA	NA	NA
ENA	HBWO01050977.1	160	NA	NA	NA	NA
ENA	HBWO01050977.1	289	NA	NA	NA	NA
ENA	HBWO01050977.1	276	NA	NA	NA	NA
ENA	HBWO01050977.1	457	NA	NA	NA	NA
ENA	HBWO01050977.1	332	NA	NA	NA	NA
ENA	HBWO01050977.1	304	NA	NA	NA	NA
ENA	HBWO01050977.1	139	NA	NA	NA	NA
ENA	HBWO01050977.1	253	NA	NA	NA	NA
ENA	HBWO01050979.1	191	NA	NA	NA	NA
ENA	HBWO01050979.1	247	NA	NA	NA	NA
ENA	HBWO01050979.1	219	NA	NA	NA	NA
ENA	HBWO01050979.1	171	NA	NA	NA	NA
ENA	HBWO01050979.1	170	NA	NA	NA	NA
ENA	HBWO01050980.1	192	NA	NA	NA	NA
ENA	HBWO01050980.1	220	NA	NA	NA	NA
ENA	HBWO01050980.1	164	NA	NA	NA	NA
ENA	HBWO01050980.1	276	NA	NA	NA	NA
ENA	HBWO01050980.1	332	NA	NA	NA	NA
ENA	HBWO01050980.1	160	NA	NA	NA	NA
ENA	HBWO01050980.1	360	NA	NA	NA	NA
ENA	HBWO01050981.1	470	NA	NA	NA	NA
ENA	HBWO01050981.1	386	NA	NA	NA	NA
ENA	HBWO01050981.1	413	NA	NA	NA	NA
ENA	HBWO01050981.1	358	NA	NA	NA	NA
ENA	HBWO01050981.1	441	NA	NA	NA	NA
ENA	HBWO01050981.1	609	NA	NA	NA	NA
ENA	HBWO01050981.1	330	NA	NA	NA	NA
ENA	HBWO01050981.1	497	NA	NA	NA	NA
ENA	HBWO01050981.1	555	NA	NA	NA	NA
ENA	HBWO01050981.1	525	NA	NA	NA	NA
ENA	HBWO01050981.1	301	NA	NA	NA	NA
ENA	HBWO01050981.1	637	NA	NA	NA	NA
ENA	HBWO01050982.1	415	NA	NA	NA	NA
ENA	HBWO01050982.1	471	NA	NA	NA	NA
ENA	HBWO01050982.1	359	NA	NA	NA	NA
ENA	HBWO01050982.1	555	NA	NA	NA	NA
ENA	HBWO01050982.1	527	NA	NA	NA	NA
ENA	HBWO01050982.1	293	NA	NA	NA	NA
ENA	HBWO01050983.1	227	NA	NA	NA	NA
ENA	HBWO01050983.1	206	NA	NA	NA	NA
ENA	HBWO01050983.1	284	NA	NA	NA	NA
ENA	HBWO01050984.1	205	NA	NA	NA	NA
ENA	HBWO01050984.1	233	NA	NA	NA	NA
ENA	HBWO01050984.1	261	NA	NA	NA	NA
ENA	HBWO01050984.1	177	NA	NA	NA	NA
ENA	HBWO01050984.1	289	NA	NA	NA	NA
ENA	HBWO01050984.1	345	NA	NA	NA	NA
ENA	HBWO01050984.1	317	NA	NA	NA	NA
ENA	HBWO01050984.1	155	NA	NA	NA	NA
ENA	HBWO01050984.1	373	NA	NA	NA	NA
ENA	HBWO01050985.1	461	NA	NA	NA	NA
ENA	HBWO01050985.1	349	NA	NA	NA	NA
ENA	HBWO01050985.1	433	NA	NA	NA	NA
ENA	HBWO01050985.1	545	NA	NA	NA	NA
ENA	HBWO01050985.1	377	NA	NA	NA	NA
ENA	HBWO01050985.1	518	NA	NA	NA	NA
ENA	HBWO01051004.1	600	NA	NA	NA	NA
ENA	HBWO01051005.1	600	NA	NA	NA	NA
ENA	HBWO01051017.1	1	NA	NA	NA	NA
ENA	HBWO01051023.1	1262	NA	NA	NA	NA
ENA	HBWO01051023.1	1615	NA	NA	NA	NA
ENA	HBWO01051023.1	1081	NA	NA	NA	NA
ENA	HBWO01051023.1	569	NA	NA	NA	NA
ENA	HBWO01051024.1	1082	NA	NA	NA	NA
ENA	HBWO01051024.1	568	NA	NA	NA	NA
ENA	HBWO01051025.1	1081	NA	NA	NA	NA
ENA	HBWO01051025.1	1615	NA	NA	NA	NA
ENA	HBWO01051025.1	569	NA	NA	NA	NA
ENA	HBWO01051034.1	189	NA	NA	NA	NA
ENA	HBWO01051034.1	217	NA	NA	NA	NA
ENA	HBWO01051035.1	184	NA	NA	NA	NA
ENA	HBWO01051035.1	217	NA	NA	NA	NA
ENA	HBWO01051036.1	184	NA	NA	NA	NA
ENA	HBWO01051037.1	184	NA	NA	NA	NA
ENA	HBWO01051051.1	22	NA	NA	NA	NA
ENA	HBWO01051057.1	467	NA	NA	NA	NA
ENA	HBWO01051057.1	524	NA	NA	NA	NA
ENA	HBWO01051057.1	496	NA	NA	NA	NA
ENA	HBWO01051057.1	328	NA	NA	NA	NA
ENA	HBWO01051057.1	663	NA	NA	NA	NA
ENA	HBWO01051057.1	272	NA	NA	NA	NA
ENA	HBWO01051057.1	692	NA	NA	NA	NA
ENA	HBWO01051057.1	720	NA	NA	NA	NA
ENA	HBWO01051057.1	412	NA	NA	NA	NA
ENA	HBWO01051057.1	300	NA	NA	NA	NA
ENA	HBWO01051057.1	636	NA	NA	NA	NA
ENA	HBWO01051057.1	244	NA	NA	NA	NA
ENA	HBWO01051057.1	608	NA	NA	NA	NA
ENA	HBWO01051057.1	384	NA	NA	NA	NA
ENA	HBWO01051057.1	552	NA	NA	NA	NA
ENA	HBWO01051057.1	580	NA	NA	NA	NA
ENA	HBWO01051057.1	356	NA	NA	NA	NA
ENA	HBWO01051059.1	18	NA	NA	NA	NA
ENA	HBWO01051059.1	46	NA	NA	NA	NA
ENA	HBWO01051059.1	130	NA	NA	NA	NA
ENA	HBWO01051059.1	102	NA	NA	NA	NA
ENA	HBWO01051059.1	74	NA	NA	NA	NA
ENA	HBWO01051061.1	35	NA	NA	NA	NA
ENA	HBWO01051061.1	63	NA	NA	NA	NA
ENA	HBWO01051061.1	1	NA	NA	NA	NA
ENA	HBWO01051062.1	513	NA	NA	NA	NA
ENA	HBWO01051062.1	457	NA	NA	NA	NA
ENA	HBWO01051062.1	541	NA	NA	NA	NA
ENA	HBWO01051062.1	429	NA	NA	NA	NA
ENA	HBWO01051062.1	404	NA	NA	NA	NA
ENA	HBWO01051065.1	9	NA	NA	NA	NA
ENA	HBWO01051148.1	672	NA	NA	NA	NA
ENA	HBWO01051148.1	294	NA	NA	NA	NA
ENA	HBWO01051148.1	72	NA	NA	NA	NA
ENA	HBWO01051150.1	672	NA	NA	NA	NA
ENA	HBWO01051179.1	490	NA	NA	NA	NA
ENA	HBWO01051182.1	490	NA	NA	NA	NA
ENA	HBWO01051184.1	264	NA	NA	NA	NA
ENA	HBWO01051186.1	86	NA	NA	NA	NA
ENA	HBWO01051188.1	264	NA	NA	NA	NA
ENA	HBWO01051189.1	86	NA	NA	NA	NA
ENA	HBWO01051190.1	86	NA	NA	NA	NA
ENA	HBWO01051195.1	10	NA	NA	NA	NA
ENA	HBWO01051214.1	305	NA	NA	NA	NA
ENA	HBWO01051231.1	129	NA	NA	NA	NA
ENA	HBWO01051232.1	50	NA	NA	NA	NA
ENA	HBWO01051233.1	45	NA	NA	NA	NA
ENA	HBWO01051234.1	129	NA	NA	NA	NA
ENA	HBWO01051235.1	75	NA	NA	NA	NA
ENA	HBWO01051236.1	227	NA	NA	NA	NA
ENA	HBWO01051240.1	19	NA	NA	NA	NA
ENA	HBWO01051243.1	34	NA	NA	NA	NA
ENA	HBWO01051255.1	1064	NA	NA	NA	NA
ENA	HBWO01051255.1	1223	NA	NA	NA	NA
ENA	HBWO01051255.1	1174	NA	NA	NA	NA
ENA	HBWO01051272.1	69	NA	NA	NA	NA
ENA	HBWO01051273.1	90	NA	NA	NA	NA
ENA	HBWO01051274.1	69	NA	NA	NA	NA
ENA	HBWO01051275.1	454	NA	NA	NA	NA
ENA	HBWO01051291.1	1	NA	NA	NA	NA
ENA	HBWO01051292.1	1	NA	NA	NA	NA
ENA	HBWO01051293.1	1	NA	NA	NA	NA
ENA	HBWO01051298.1	1	NA	NA	NA	NA
ENA	HBWO01051299.1	1	NA	NA	NA	NA
ENA	HBWO01051300.1	1	NA	NA	NA	NA
ENA	HBWO01051301.1	1	NA	NA	NA	NA
ENA	HBWO01051302.1	1	NA	NA	NA	NA
ENA	HBWO01051311.1	30	NA	NA	NA	NA
ENA	HBWO01051321.1	8	NA	NA	NA	NA
ENA	HBWO01051322.1	9	NA	NA	NA	NA
ENA	HBWO01051335.1	17	NA	NA	NA	NA
ENA	HBWO01051342.1	971	NA	NA	NA	NA
ENA	HBWO01051343.1	971	NA	NA	NA	NA
ENA	HBWO01051345.1	971	NA	NA	NA	NA
ENA	HBWO01051346.1	971	NA	NA	NA	NA
ENA	HBWO01051347.1	971	NA	NA	NA	NA
ENA	HBWO01051348.1	971	NA	NA	NA	NA
ENA	HBWO01051349.1	928	NA	NA	NA	NA
ENA	HBWO01051350.1	971	NA	NA	NA	NA
ENA	HBWO01051352.1	979	NA	NA	NA	NA
ENA	HBWO01051372.1	175	NA	NA	NA	NA
ENA	HBWO01051373.1	43	NA	NA	NA	NA
ENA	HBWO01051384.1	1122	NA	NA	NA	NA
ENA	HBWO01051385.1	1122	NA	NA	NA	NA
ENA	HBWO01051389.1	82	NA	NA	NA	NA
ENA	HBWO01051391.1	82	NA	NA	NA	NA
ENA	HBWO01051392.1	82	NA	NA	NA	NA
ENA	HBWO01051404.1	22	NA	NA	NA	NA
ENA	HBWO01051428.1	2103	NA	NA	NA	NA
ENA	HBWO01051429.1	2103	NA	NA	NA	NA
ENA	HBWO01051430.1	479	NA	NA	NA	NA
ENA	HBWO01051434.1	479	NA	NA	NA	NA
ENA	HBWO01051435.1	479	NA	NA	NA	NA
ENA	HBWO01051456.1	6	NA	NA	NA	NA
ENA	HBWO01051456.1	529	NA	NA	NA	NA
ENA	HBWO01051457.1	6	NA	NA	NA	NA
ENA	HBWO01051457.1	529	NA	NA	NA	NA
ENA	HBWO01051458.1	6	NA	NA	NA	NA
ENA	HBWO01051459.1	6	NA	NA	NA	NA
ENA	HBWO01051498.1	50	NA	NA	NA	NA
ENA	HBWO01051499.1	50	NA	NA	NA	NA
ENA	HBWO01051501.1	50	NA	NA	NA	NA
ENA	HBWO01051502.1	50	NA	NA	NA	NA
ENA	HBWO01051503.1	384	NA	NA	NA	NA
ENA	HBWO01051548.1	132	NA	NA	NA	NA
ENA	HBWO01051549.1	132	NA	NA	NA	NA
ENA	HBWO01051551.1	132	NA	NA	NA	NA
ENA	HBWO01051595.1	367	NA	NA	NA	NA
ENA	HBWO01051596.1	209	NA	NA	NA	NA
ENA	HBWO01051597.1	209	NA	NA	NA	NA
ENA	HBWO01051598.1	209	NA	NA	NA	NA
ENA	HBWO01051599.1	209	NA	NA	NA	NA
ENA	HBWO01051600.1	209	NA	NA	NA	NA
ENA	HBWO01051601.1	209	NA	NA	NA	NA
ENA	HBWO01051602.1	209	NA	NA	NA	NA
ENA	HBWO01051603.1	5	NA	NA	NA	NA
ENA	HBWO01051604.1	209	NA	NA	NA	NA
ENA	HBWO01051605.1	209	NA	NA	NA	NA
ENA	HBWO01051606.1	5	NA	NA	NA	NA
ENA	HBWO01051608.1	4	NA	NA	NA	NA
ENA	HBWO01051609.1	4	NA	NA	NA	NA
ENA	HBWO01051610.1	4	NA	NA	NA	NA
ENA	HBWO01051611.1	245	NA	NA	NA	NA
ENA	HBWO01051618.1	34	NA	NA	NA	NA
ENA	HBWO01051647.1	123	NA	NA	NA	NA
ENA	HBWO01051647.1	87	NA	NA	NA	NA
ENA	HBWO01051647.1	151	NA	NA	NA	NA
ENA	HBWO01051647.1	179	NA	NA	NA	NA
